title,phone,address
Fayes Family Diner,(414) 647-1196,"2331 S 26th StMilwaukee, WI 53215"
Crave Cafe,(414) 204-8778,"3592 N Oakland AveMilwaukee, WI 53211"
Pho 43,(414) 585-0303,"2029 S 35th StMilwaukee, WI 53215"
Pasties Shop,(414) 444-4490,"3525 W Burleigh StMilwaukee, WI 53210"
Siam Express,(414) 672-7426,"4819 W National AveMilwaukee, WI 53214"
Shenanigans,(414) 875-8030,"3751 N Teutonia AveMilwaukee, WI 53206"
Tochi Restaurant,(414) 963-9510,"2107 E Capitol DrMilwaukee, WI 53211"
Chubby Cheese Truck,(414) 630-8360,"3216 S Howell AveMilwaukee, WI 53207"
Sushi Go,(414) 333-5565,"2110 E Oklahoma AveMilwaukee, WI 53207"
Wing Street,(414) 769-1776,"3131 S Kinnickinnic AveMilwaukee, WI 53207"
Rocky Rococo Pizza & Pasta,(414) 649-9900,"2094 Miller Park WayMilwaukee, WI 53219"
Small Pie,(414) 763-7067,"2504 E Oklahoma AveMilwaukee, WI 53207"
Dickey's Barbecue Pit,(414) 384-4227,"2149 Miller Park WayMilwaukee, WI 53219"
Scene One Restaurant & Lounge,(414) 323-4321,"5526 W North AveMilwaukee, WI 53208"
Highlands Cafe,(414) 727-1799,"1413 N 60th StMilwaukee, WI 53208"
Uno Chicago Grill,(414) 646-2550,"2900 W Oklahoma AveMilwaukee, WI 53215"
Noodles & Company,(414) 383-0400,"2725 W Oklahoma AveMilwaukee, WI 53215"
Nino's Southern Sides,(414) 964-3663,"4475 N Oakland AveMilwaukee, WI 53211"
No 1 Chinese Restaurant,(414) 332-2222,"4501 N Oakland AveMilwaukee, WI 53211"
No,(414) 961-2101,"4501 N Oakland AveMilwaukee, WI 53211"
Remedy,(414) 455-3333,"1309 S 60th StMilwaukee, WI 53214"
Number 1 Chinese Restaurant,(414) 771-6666,"6119 W North AveMilwaukee, WI 53213"
Colectivo Coffee,(414) 453-4800,"6745 W Wells StMilwaukee, WI 53213"
Wreck Room,(414) 882-7751,"6404 W National AveMilwaukee, WI 53214"
Lp Limit Manager,(414) 384-6400,"2701 W Morgan AveMilwaukee, WI 53221"
Gingerz Sportz Pub and Grill,(414) 482-9700,"3915 S Howell AveMilwaukee, WI 53207"
Gudelia Calva,(414) 210-5714,"6200 W Burnham StMilwaukee, WI 53219"
Richmond's BBQ & Soul Food,(414) 323-7917,"2721 N Blaine PlMilwaukee, WI 53210"
JJ's Fish & Chicken,(414) 585-0045,"6005 W Appleton AveMilwaukee, WI 53210"
Rickeys Restaur Ant,(414) 885-0756,"6531 W Mitchell StMilwaukee, WI 53214"
Drunken Cobra,(414) 837-4997,"6818 W North AveMilwaukee, WI 53213"
II Mito,(414) 443-1414,"6913 W North AveMilwaukee, WI 53213"
Iron Grate BBQ Co,(414) 455-1776,"4125 S Howell AveMilwaukee, WI 53207"
ZaZa Steak & Lemonade,(414) 445-9292,"4919 W Capitol DrMilwaukee, WI 53216"
Plainfield Pub,(414) 481-2293,"312 W Plainfield AveMilwaukee, WI 53207"
The King Crab Shack,(414) 763-0551,"3881 S 27th StMilwaukee, WI 53221"
Happy Davez,(414) 988-6395,"7033 W Becher StMilwaukee, WI 53219"
The King Crab Shack,(414) 635-0094,"5265 N Port Washington RdMilwaukee, WI 53217"
Wing Street,(414) 444-2258,"5704 W Capitol DrMilwaukee, WI 53216"
Moxie Restaurant,(414) 204-8980,"501 E Silver Spring DrMilwaukee, WI 53217"
Roman Candle Pizzeria,(414) 964-3000,"133 E Silver Spring DrMilwaukee, WI 53217"
Taquera Mexico Lindo,(414) 545-4475,"5442 W Forest Home AveMilwaukee, WI 53220"
Kawa Japanese Restaurant,(414) 249-5750,"325 W Silver Spring DrMilwaukee, WI 53217"
Wing Street,(414) 444-4161,"7604 W Burleigh StMilwaukee, WI 53222"
New Orleans Restaurant,(414) 431-0698,"639 W Layton AveMilwaukee, WI 53221"
Applebee's,(414) 963-0100,"5664 N Port Washington RdMilwaukee, WI 53217"
Sprecher's Restaurant & Pub,(414) 292-0600,"5689 N Bayshore DrMilwaukee, WI 53217"
Hom Wood Fired Grill,(414) 312-7043,"5750 N Port Washington RdMilwaukee, WI 53217"
Spring Gardens Cafe,(414) 282-6950,"1716 W Layton AveMilwaukee, WI 53221"
Bar Louie,(414) 831-2700,"5800 N Bayshore DrMilwaukee, WI 53217"
Rocky Rococo Pizza & Pasta,(414) 332-6070,"5900 N Port Washington RdMilwaukee, WI 53217"
Mister Bar-B-Que,(414) 509-5220,"8322 W Lincoln AveMilwaukee, WI 53219"
Mike's Place,(414) 393-9300,"3500 W Silver Spring DrMilwaukee, WI 53209"
Seafood Junction,(414) 763-1774,"6542 W Fond Du Lac AveMilwaukee, WI 53218"
Joy's Wok,(414) 831-0886,"8929 W Becher StMilwaukee, WI 53227"
Butch's Pub and Eatery,(414) 543-1060,"9140 W National AveMilwaukee, WI 53227"
Jamerican Jerk Center,(414) 462-7000,"6015 N Teutonia AveMilwaukee, WI 53209"
House of Corn Beef,(414) 461-4292,"5201 W Silver Spring DrMilwaukee, WI 53218"
Wing Street,(414) 543-3550,"3921 S 76th StMilwaukee, WI 53220"
Pizzeria Scotty,(414) 543-1300,"9022 W Oklahoma AveMilwaukee, WI 53227"
Mineos A Touch of Sicily,(414) 282-7850,"6031 W Layton AveMilwaukee, WI 53220"
Bosc,(414) 203-6540,"1200 N Mayfair Rd Ste 303Milwaukee, WI 53226"
Wong's Kitchen,(414) 393-1398,"9201 W Capitol DrMilwaukee, WI 53222"
Sammy's Taste of Chicago,(414) 774-0466,"1034 S 108th StMilwaukee, WI 53214"
Hook Fish & Chicken,(414) 616-1144,"8334 W Appleton AveMilwaukee, WI 53218"
Eldr + Rime,(414) 867-9200,"2300 N Mayfair RdMilwaukee, WI 53226"
Peony Restaurant,(414) 443-6080,"11120 W Bluemound RdMilwaukee, WI 53226"
McCormick & Schmick's,(414) 475-0700,"2550 N Mayfair RdMilwaukee, WI 53226"
Ginza Sushi Bar,(414) 771-3333,"2727 N Mayfair Rd Ste AMilwaukee, WI 53222"
Royal Wok,(414) 540-0317,"6817 N Green Bay AveMilwaukee, WI 53209"
Peony Restaurant,(414) 443-6080,"11120 W Walnut RdMilwaukee, WI 53226"
Kings Wok,(414) 352-3338,"6969 N Port Washington RdMilwaukee, WI 53217"
BG Lien Management,(414) 421-5770,"6815 W Edgerton AveMilwaukee, WI 53220"
Buddy's Pizza & Steak,(414) 463-4444,"8950 W Appleton AveMilwaukee, WI 53225"
Happy Wok,(414) 443-1688,"2332 N 124th StMilwaukee, WI 53226"
Los Tres Amigos Restaurant,(414) 935-2718,"9002 W Silver Spring DrMilwaukee, WI 53225"
Cs Foods,(715) 432-6022,"6300 N 76th StMilwaukee, WI 53218"
Dickey's Barbecue Pit,(844) 634-2539,"3180 N 124th StMilwaukee, WI 53222"
Wing Street,(414) 461-0500,"10400 W Silver Spring DrMilwaukee, WI 53225"
Village Inn,(414) 353-0200,"7320 W Good Hope RdMilwaukee, WI 53223"
JJ Fish & Chicken,(414) 527-0000,"11231 W Silver Spring DrMilwaukee, WI 53225"
Wok 2 Go,(414) 979-0508,"7979 N Sherman BlvdMilwaukee, WI 53209"
Peking Chef,(414) 228-8222,"8673 N Port Washington RdMilwaukee, WI 53217"
Cajun Fish & Chicken,(414) 355-0000,"7913 N 60th StMilwaukee, WI 53223"
8900 Bar & Bistro,(414) 355-8585,"8900 N Kildeer CtMilwaukee, WI 53209"
Point Burger Bar,(414) 797-2970,"10950 W Good Hope RdMilwaukee, WI 53224"
Broken Eggs Family Restaurant,(414) 236-5855,"10843 W Park PlMilwaukee, WI 53224"
Sammy's Taste Of Chicago,(414) 359-1150,"10855 W Park PlMilwaukee, WI 53224"
Crab Du Jour,(414) 355-5565,"9080 N Green Bay RdMilwaukee, WI 53209"
The Pasta Tree Restaurant & Wine Bar,(414) 276-8867,"1503 N Farwell AveMilwaukee, WI 53202"
Calderone Club,(414) 273-3236,"842 N Old World 3rd StMilwaukee, WI 53203"
Tanino's Italian & Amer Restaurant,(414) 545-3131,"3525 S 76th StMilwaukee, WI 53220"
Hubbard Park Lodge Restaurant & Banquet Facilities,(414) 332-4207,"3565 N Morris BlvdMilwaukee, WI 53211"
Sofia's,(414) 321-8600,"7032 W Lincoln AveMilwaukee, WI 53219"
Fushimi Japanese Sushi & Seafood Buffet,(414) 270-1918,"2116 N Farwell AveMilwaukee, WI 53202"
Ruby Tuesday,(414) 359-9860,"10843 W Park PlMilwaukee, WI 53224"
Major Goolsby's,(414) 271-3414,"340 W Kilbourn AveMilwaukee, WI 53203"
Milwaukee Brat House,(414) 273-8709,"1013 N Old World 3rd StMilwaukee, WI 53203"
Antigua Latin Restaurant,(414) 321-5775,"5823 W Burnham StMilwaukee, WI 53219"
Mikey's,(414) 273-5397,"811 N Jefferson StMilwaukee, WI 53202"
Cafe At The Plaza,(414) 272-0515,"1007 N Cass StMilwaukee, WI 53202"
Ma Fischer's,(414) 271-7424,"2214 N Farwell AveMilwaukee, WI 53202"
Cheng Wong Restaurant,(414) 384-9000,"1629 Miller Park WayMilwaukee, WI 53214"
Red Robin Gourmet Burgers,(414) 421-2257,"7575 W Edgerton AveMilwaukee, WI 53220"
Mama Mia's On Greenfield,(414) 475-0400,"8533 W Greenfield AveMilwaukee, WI 53214"
Landmark Family Restaurant,(414) 481-1300,"3451 S Kinnickinnic AveMilwaukee, WI 53207"
Buffalo Wild Wings,(414) 302-1900,"2635 N Mayfair RdMilwaukee, WI 53226"
Buffalo Wild Wings,(414) 277-0293,"1123 N Water StMilwaukee, WI 53202"
Solly's Grille,(414) 332-8808,"4629 N Port Washington RdMilwaukee, WI 53212"
AJ Bombers,(414) 221-9999,"1247 N Water StMilwaukee, WI 53202"
A.A. Wok Zone,(414) 220-4660,"1683 N Van Buren StMilwaukee, WI 53202"
Fluffy Steak & Lemonade,(414) 372-9292,"405 W Center StMilwaukee, WI 53212"
George Webb Restaurant,(414) 645-9600,"2028 W Mitchell StMilwaukee, WI 53204"
George Webb Restaurant,(414) 761-5991,"6231 S 27th StMilwaukee, WI 53221"
New China Country Buffet Inc,(414) 321-7777,"2830 S 108th StMilwaukee, WI 53227"
Copper Kitchen,(414) 482-1315,"3935 S Howell AveMilwaukee, WI 53207"
Zaffiro's Pizza & Bar,(414) 289-8776,"1724 N Farwell AveMilwaukee, WI 53202"
Flippo's Italian Restaurant,(414) 321-4040,"6915 W Lincoln AveMilwaukee, WI 53219"
Applebee's,(414) 434-2270,"9080 N Green Bay RdMilwaukee, WI 53209"
George Webb Restaurant,(414) 541-5666,"3133 S 92nd StMilwaukee, WI 53227"
Bakers Square,(414) 282-0141,"4900 S 76th StMilwaukee, WI 53220"
Denny's,(414) 744-7101,"4925 S Howell AveMilwaukee, WI 53207"
Sharks Fish & Chicken,(414) 466-1455,"5653 N 76th StMilwaukee, WI 53218"
Jing's,(414) 271-7788,"207 E Buffalo StMilwaukee, WI 53202"
Jackson Grill,(414) 384-7384,"3736 W Mitchell StMilwaukee, WI 53215"
Caradaro Club,(414) 476-7700,"5010 W Vliet StMilwaukee, WI 53208"
Perkins Restaurant & Bakery,(414) 545-0569,"2878 S 108th StMilwaukee, WI 53227"
Botanas Restaurant,(414) 672-3755,"816 S 5th StMilwaukee, WI 53204"
Bartolotta's Lake Park Bistro,(414) 962-6300,"3133 E Newberry BlvdMilwaukee, WI 53211"
La Fuente Restaurant,(414) 271-8595,"625 S 5th StMilwaukee, WI 53204"
Samurai,(414) 228-8818,"6969 N Port Washington RdMilwaukee, WI 53217"
Jixiang Chinese Restaurant,(414) 543-8788,"3100 S 60th StMilwaukee, WI 53219"
Applebee's,(414) 327-7830,"2865 S 108th StMilwaukee, WI 53227"
Comet Cafe,(414) 273-7677,"1947 N Farwell AveMilwaukee, WI 53202"
J J Chen Eatery,(414) 329-8333,"10722 W Oklahoma AveMilwaukee, WI 53227"
Pizza Hut,(414) 769-1776,"3131 S Kinnickinnic AveMilwaukee, WI 53207"
Carson's Prime Steaks & Famous Barbecue,(414) 223-3311,"301 W Juneau AveMilwaukee, WI 53203"
China Gourmet,(414) 272-1688,"117 E Wells StMilwaukee, WI 53202"
Chicken Palace,(414) 384-8401,"1937 W Forest Home AveMilwaukee, WI 53204"
Perkins Restaurant & Bakery,(414) 962-0623,"5265 N Port Washington RdMilwaukee, WI 53217"
Thai Palace,(414) 224-7076,"838 N Old World 3rd StMilwaukee, WI 53203"
Huan Xi Restaurant,(414) 906-8888,"2428 N Murray AveMilwaukee, WI 53211"
Beijing Express,(414) 643-9686,"1418 S Muskego AveMilwaukee, WI 53204"
Carnitas Don Lucho,(414) 385-9970,"565 W Lincoln AveMilwaukee, WI 53207"
Taqueria La Salsa,(414) 384-2200,"1105 W Lincoln AveMilwaukee, WI 53215"
Haji's Red Hot,(414) 449-5555,"2100 W Hopkins StMilwaukee, WI 53206"
J&B's Blue Ribbon Bar and Grill,(414) 443-1844,"5230 W Blue Mound RdMilwaukee, WI 53208"
No One Chinese Restaurant,(414) 384-3888,"3260 S 27th StMilwaukee, WI 53215"
J & J Fish & Chicken,(414) 461-4740,"6212 W Capitol DrMilwaukee, WI 53216"
Shark's Fish & Chicken,(414) 464-8888,"5834 W Villard AveMilwaukee, WI 53218"
The Glen Cafe,(414) 352-1940,"6823 N Green Bay AveMilwaukee, WI 53209"
Seoul Korean Restaurant,(414) 289-8208,"2178 N Prospect AveMilwaukee, WI 53202"
Benny's Café,(414) 209-5559,"5354 S 27th StMilwaukee, WI 53221"
Fujiyama,(414) 755-1977,"2916 S 108th StMilwaukee, WI 53227"
Old Country Buffet,(414) 282-8431,"4902 S 74th StMilwaukee, WI 53220"
Blue's Egg,(414) 299-3180,"317 N 76th StMilwaukee, WI 53213"
Olydias,(414) 271-7546,"338 S 1st StMilwaukee, WI 53204"
Golden Chicken Carry-Out & Delivery Service,(414) 933-3131,"2532 W Wisconsin AveMilwaukee, WI 53233"
Kyoto,(414) 325-1000,"7453 W Layton AveMilwaukee, WI 53220"
La Isla Restaurant II,(414) 882-7003,"3500 W National AveMilwaukee, WI 53215"
Eat Rice,(414) 282-2338,"7432 W Holmes AveMilwaukee, WI 53220"
Hong Kong Express,(414) 353-1888,"7420 W Good Hope RdMilwaukee, WI 53223"
Golden Chicken,(414) 462-4211,"6806 W Villard AveMilwaukee, WI 53218"
IHOP,(414) 371-2370,"8101 W Brown Deer RdMilwaukee, WI 53223"
George Webb Restaurant,(414) 332-6044,"2935 N Oakland AveMilwaukee, WI 53211"
Cafe La Scala,(414) 223-2185,"631 E Chicago StMilwaukee, WI 53202"
Bombay Sweets,(414) 383-3553,"3401 S 13th StMilwaukee, WI 53215"
Larry's Brown Deer Market,(414) 355-9650,"8737 N Deerwood DrMilwaukee, WI 53209"
Whiskey Bar,(414) 312-8566,"788 N Jackson StMilwaukee, WI 53202"
Stacked,(414) 273-7800,"170 S 1st StMilwaukee, WI 53204"
Brewed Cafe,(414) 276-2739,"1208 E Brady StMilwaukee, WI 53202"
The National,(414) 431-6551,"839 W National AveMilwaukee, WI 53204"
L O China Buffet,(414) 383-4242,"743 S Layton BlvdMilwaukee, WI 53215"
Taqueria Aranda,(414) 384-1563,"1531 W Lincoln AveMilwaukee, WI 53215"
Judy's Red Hot,(414) 447-7570,"4812 W Lisbon AveMilwaukee, WI 53210"
China Town Restaurant,(414) 871-0505,"5125 W North AveMilwaukee, WI 53208"
Tony's,(414) 462-2239,"3510 W Villard AveMilwaukee, WI 53209"
Lalli's Pizza,(414) 774-9838,"8826 W North AveMilwaukee, WI 53226"
Chinese Chef,(414) 464-1180,"7800 W Appleton AveMilwaukee, WI 53218"
Jose's Blue Sombrero,(414) 351-9280,"8617 N Port Washington RdMilwaukee, WI 53217"
New China Restaurant,(414) 464-0120,"6113 W Capitol DrMilwaukee, WI 53216"
Kanpai Izakaya,(414) 220-1155,"408 E Chicago StMilwaukee, WI 53202"
Jalisco Restaurant,(414) 672-7070,"1035 S Cesar E Chavez DrMilwaukee, WI 53204"
El Senorial,(414) 385-9506,"1901 S 31st StMilwaukee, WI 53215"
San Dong Express,(414) 744-3399,"220 W Layton AveMilwaukee, WI 53207"
Ethiopian Cottage Restaurant,(414) 224-5226,"1824 N Farwell AveMilwaukee, WI 53202"
Centraal Grand Café & Tappery,(414) 755-0378,"2306 S Kinnickinnic AveMilwaukee, WI 53207"
Cuisine,(414) 297-6697,"1015 N 6th StMilwaukee, WI 53203"
Global Restaurant Systems,(414) 226-9962,"730 N Plankinton AveMilwaukee, WI 53203"
Bavette,(414) 273-3375,"330 E Menomonee StMilwaukee, WI 53202"
China King,(414) 482-9180,"2982 S Chase AveMilwaukee, WI 53207"
Amelia's,(414) 483-0345,"724 E Layton AveMilwaukee, WI 53207"
Golden Chicken,(414) 383-7010,"3032 S 13th StMilwaukee, WI 53215"
Conway's Smokin' Bar & Grill,(414) 344-1262,"2127 W Wells StMilwaukee, WI 53233"
Tandoor Restaurant,(414) 777-1600,"1117 S 108th StMilwaukee, WI 53214"
Fortune Restaurant,(414) 328-9890,"2945 S 108th StMilwaukee, WI 53227"
TGI Fridays,(414) 902-4201,"1 Brewers WayMilwaukee, WI 53214"
International Exports Ltd,(414) 271-2007,"779 N Front StMilwaukee, WI 53202"
Gourmet Cajun Grill,(414) 276-8828,"275 W Wisconsin Ave Ste 79Milwaukee, WI 53203"
JJ Fish & Chicken,(414) 935-1000,"1334 N 35th StMilwaukee, WI 53208"
Sal's Pizza,(414) 344-9931,"2040 W Wisconsin AveMilwaukee, WI 53233"
Kurt Schulz Deli & Restaurant,(414) 354-1004,"8752 N Deerwood DrMilwaukee, WI 53209"
The Broken Yolk,(414) 935-1111,"2040 W Wisconsin AveMilwaukee, WI 53233"
Final Approach,(414) 744-7060,"4959 S Howell AveMilwaukee, WI 53207"
IHOP,(414) 727-1020,"1010 W Layton AveMilwaukee, WI 53221"
Caterina's Ristorante,(414) 541-4200,"9104 W Oklahoma AveMilwaukee, WI 53227"
IHOP,(414) 647-8645,"1110 Miller Park WayMilwaukee, WI 53214"
Maxfields Pancakehouse,(414) 247-4994,"333 W Brown Deer RdMilwaukee, WI 53217"
Giovanni's,(414) 291-5600,"1033 N Old World 3rd StMilwaukee, WI 53203"
Guadalajara Restaurant,(414) 647-2266,"901 S 10th StMilwaukee, WI 53204"
Chubby's Cheese Steaks,(414) 287-9999,"2232 N Oakland AveMilwaukee, WI 53202"
Perkins Restaurant & Bakery,(414) 294-0448,"130 W Layton AveMilwaukee, WI 53207"
J J Fish & Chicken,(414) 355-1000,"9008 W Brown Deer RdMilwaukee, WI 53224"
Emperor Of China,(414) 271-8889,"1010 E Brady StMilwaukee, WI 53202"
Zarletti,(414) 225-0000,"741 N Milwaukee StMilwaukee, WI 53202"
Andrea's Pizza,(414) 321-2233,"7520 W Oklahoma AveMilwaukee, WI 53219"
Miss Katie's Diner,(414) 344-0044,"1900 W Clybourn StMilwaukee, WI 53233"
Buffet City,(414) 586-9888,"8617 W Brown Deer RdMilwaukee, WI 53224"
My Office,(414) 276-9646,"763 N Milwaukee StMilwaukee, WI 53202"
BelAir Cantina,(414) 226-2245,"1935 N Water StMilwaukee, WI 53202"
Barnacle Bud's,(414) 481-9974,"1955 S Hilbert StMilwaukee, WI 53207"
IHOP,(414) 286-6217,"5341 W Fond Du Lac AveMilwaukee, WI 53216"
Lisa's Pizzaria Restaurant & Cocktail Lounge,(414) 332-6360,"2961 N Oakland AveMilwaukee, WI 53211"
Rocky Rococo Pizza & Pasta,(414) 771-4222,"11319 W Bluemound RdMilwaukee, WI 53226"
Crocus Restaurant,(414) 231-3421,"3577 S 13th StMilwaukee, WI 53221"
Rocky Rococo Pizza & Pasta,(414) 465-0452,"7600 W Capitol DrMilwaukee, WI 53222"
Touch Of Hunan,(414) 353-7511,"6267 N 76th StMilwaukee, WI 53218"
Redd's Snapper Sea Food II,(414) 442-4774,"6016 W Lisbon AveMilwaukee, WI 53210"
Buffalo Wild Wings,(414) 755-0088,"3636 S 27th StMilwaukee, WI 53221"
Gene's Supper Club,(414) 535-7789,"4323 N 60th StMilwaukee, WI 53216"
Maxfield's Pancake House,(414) 453-6000,"2727 N Mayfair RdMilwaukee, WI 53222"
Johnny Rockets,(414) 747-5252,"5300 S Howell AveMilwaukee, WI 53207"
Applebee's,(414) 347-9125,"275 W Wisconsin AveMilwaukee, WI 53203"
Michael's Family Restaurant,(414) 344-7333,"2220 W Wisconsin AveMilwaukee, WI 53233"
Divino's,(414) 212-2222,"2315 N Murray AveMilwaukee, WI 53211"
Grill N Cafe,(414) 243-4123,"2611 W State StMilwaukee, WI 53233"
Silver City Barbeque & Fish Restaurant,(414) 444-9801,"3521 W North AveMilwaukee, WI 53208"
Jj Fish,(414) 873-4747,"1955 W Capitol DrMilwaukee, WI 53206"
Mister Perkins Family Restaurant,(414) 447-6660,"2001 W Atkinson AveMilwaukee, WI 53209"
George Webb Restaurant,(414) 453-2392,"6108 W Bluemound RdMilwaukee, WI 53213"
George Webb Restaurant,(414) 327-4010,"4845 W Forest Home AveMilwaukee, WI 53219"
Gard Restaurant,(414) 442-4280,"7170 W Burleigh StMilwaukee, WI 53210"
George Webb,(414) 464-9631,"9207 W Capitol DrMilwaukee, WI 53222"
Rocky Rococo Pizza & Pasta,(414) 456-9556,"2500 N Mayfair RdMilwaukee, WI 53226"
El Greco,(414) 462-0541,"9143 W Appleton AveMilwaukee, WI 53225"
Ashley's Bar-B-Que,(414) 372-7666,"1501 W Center StMilwaukee, WI 53206"
Denny's,(414) 282-7946,"3801 S 27th StMilwaukee, WI 53221"
Real Chili,(414) 271-4042,"419 E Wells StMilwaukee, WI 53202"
Old Town Serbian Gourmet House,(414) 672-0206,"522 W Lincoln AveMilwaukee, WI 53207"
The Black Rose Irish Pub,(414) 763-6526,"2856 N Oakland AveMilwaukee, WI 53211"
Anmol Restaurant,(414) 672-7878,"711 W Historic Mitchell StMilwaukee, WI 53204"
Kathie's Restaurant & Club,(414) 272-8410,"633 W Michigan StMilwaukee, WI 53203"
Chili's Grill & Bar,(414) 389-9739,"1601 Miller Park WayMilwaukee, WI 53214"
Applebee's,(414) 489-0874,"270 W Holt AveMilwaukee, WI 53207"
Hui's,(414) 475-5150,"8820 W North AveMilwaukee, WI 53226"
Buffalo Wild Wings,(262) 369-1600,"590 W Northshore Dr. N-145 Bayshore Town CenterMilwaukee, WI 53217"
Denny's,(414) 461-7161,"8621 W Brentwood AveMilwaukee, WI 53224"
Real Chili,(414) 342-6955,"1625 W Wells StMilwaukee, WI 53233"
Cataro's Italian Villa,(414) 545-1520,"5641 W Beloit RdMilwaukee, WI 53214"
Sake Tumi,(414) 224-7253,"714 N Milwaukee StMilwaukee, WI 53202"
Denny's,(414) 355-6865,"8001 W Brown Deer RdMilwaukee, WI 53223"
Mason Street Grill,(414) 298-3131,"425 E Mason StMilwaukee, WI 53202"
George Webb Restaurant,(414) 278-0225,"812 N Old World 3rd StMilwaukee, WI 53203"
Mike's Red Hots,(414) 228-7080,"6914 N Teutonia AveMilwaukee, WI 53209"
Denny's,(414) 393-0856,"7822 W Capitol DrMilwaukee, WI 53222"
Bakers Square,(414) 961-0115,"1305 E Capitol DrMilwaukee, WI 53211"
Shah Jee's Restaurant,(414) 271-5354,"770 N Jefferson St Stop 1Milwaukee, WI 53202"
Mykonos Gyro Cafe,(414) 224-6400,"1014 N Van Buren StMilwaukee, WI 53202"
Noodles & Company,(414) 273-9705,"544 E Ogden AveMilwaukee, WI 53202"
Vagabond,(414) 223-1122,"1122 N Edison StMilwaukee, WI 53202"
Rocky Rococo Pizza and Pasta,(414) 355-5222,"8300 W Brown Deer RdMilwaukee, WI 53223"
Bacchus - A Bartolotta Restaurant,(414) 765-1166,"925 E Wells StMilwaukee, WI 53202"
Chili's Grill & Bar,(414) 747-5252,"5300 S Howell AveMilwaukee, WI 53207"
Monster Pizza Mke,(414) 964-2850,"2856 N Oakland AveMilwaukee, WI 53211"
Olive Garden Italian Restaurant,(414) 354-4042,"8531 W Brown Deer RdMilwaukee, WI 53224"
Zayna's Pizza,(414) 226-9999,"714 E Brady StMilwaukee, WI 53202"
William Ho's,(414) 963-9781,"3524 N Oakland AveMilwaukee, WI 53211"
NYPD Pizza,(414) 562-4444,"231 E North AveMilwaukee, WI 53212"
Puschnig Management & Marketing LLC,(414) 543-1300,"9809 W Oklahoma AveMilwaukee, WI 53227"
Great Apple Chinese,(414) 541-3133,"11064 W National AveMilwaukee, WI 53227"
Speed Queen BarBQ,(414) 265-2900,"1130 W Walnut StMilwaukee, WI 53205"
Brass Key Restaurant & Lounge,(414) 321-7090,"4952 W Forest Home AveMilwaukee, WI 53219"
Village Inn,(414) 344-7500,"3001 W Wisconsin AveMilwaukee, WI 53208"
Ned's Pizza,(414) 323-5260,"3246 S 27th StMilwaukee, WI 53215"
Gold Rush Chicken Carry Out & Delivery,(414) 562-6852,"3500 S Howell AveMilwaukee, WI 53207"
Marco's Pizza- Northwest,(414) 461-1100,"8411 W Lisbon AveMilwaukee, WI 53222"
Maria's Pizzaria,(414) 543-4606,"5025 W Forest Home AveMilwaukee, WI 53219"
El Rincon Criollo,(414) 383-2437,"1408 W Windlake AveMilwaukee, WI 53215"
Cafe El Sol,(414) 384-3100,"1028 S 9th StMilwaukee, WI 53204"
Organ Piper Music Palace,(414) 529-1177,"4353 S 108th StMilwaukee, WI 53228"
Johnny V's Classic Cafe,(414) 771-9660,"1650 S 84th StMilwaukee, WI 53214"
Old German Beer Hall (H B Milwaukee),(414) 226-2728,"1009 N Old World 3rd StMilwaukee, WI 53203"
